product,name,description,availability,sku,price,year,name_for_matching,collection,keshi,metal,category,pearl_type
pearl-necklaces-monsoon-wildflower-collier-yellow-gold,Monsoon Wildflower Collier - Yellow Gold,"Paspaley Monsoon Unique Collier in 750 Yellow Gold with 77, 4-11mm Keshi Baroque Australian South Sea Pearls, 82 White Diamonds (3.40ct) and 397 Yellow Diamonds (8.36ct). This Monsoon collier features beautiful Paspaley keshi pearls, combined with yellow and white diamonds. Exceptionally rare, a collier of this size can span across many pearl harvests.

    	
		Paspaley Monsoon Unique Collier in 750 Yellow Gold with 77, 4-11mm Keshi Baroque Australian South Sea Pearls, 82 White Diamonds (3.40ct) and 397 Yellow Diamonds (8.36ct).",Out of stock,Y18N03YKQ11,228000,2018,monsoon-wildflower-collier-yellow-gold,Monsoon,TRUE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-oval-bella-petite-pendant-yellow-gold,Oval Bella Petite Pendant - Yellow Gold,"Paspaley pendant featuring a 11mm oval pearl set in 18kt yellow gold. Chain sold separately. A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm oval pearl set in 18kt yellow gold. Chain sold separately.",In stock,C00P05YPO11,1780,2018,oval-bella-petite-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Oval
pearl-necklaces-palais-pearl-necklace-rose-gold,Palais Pearl Necklace - Rose Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt rose gold, with 12 white diamonds (0.06ct). This minimalist design perfectly highlights a beautiful 13mm Triangle pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt rose gold, with 12 white diamonds (0.06ct).",Out of stock,C00N15RPT13,2780,2018,palais-pearl-necklace-rose-gold,Other,FALSE,Rose gold,Necklaces And Pendants,Triangle
pearl-necklaces-palais-pearl-necklace-white-gold,Palais Pearl Necklace - White Gold,"Paspaley necklace featuring a 14mm triangle pearl set in 18kt white gold, with 30 white diamonds (0.20ct). This minimalist design perfectly highlights a beautiful 14mm Triangle pearl.

    	
		Paspaley necklace featuring a 14mm triangle pearl set in 18kt white gold, with 30 white diamonds (0.20ct).",In stock,C00N14WPT14,3280,2018,palais-pearl-necklace-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Triangle
pearl-necklaces-palais-pearl-necklace-yellow-gold,Palais Pearl Necklace - Yellow Gold,"Paspaley necklace featuring a 14mm triangle pearl set in 18kt yellow gold, with 30 white diamonds (0.20ct). This minimalist design perfectly highlights a beautiful 14mm Triangle pearl.

    	
		Paspaley necklace featuring a 14mm triangle pearl set in 18kt yellow gold, with 30 white diamonds (0.20ct).",In stock,C00N14YPT14,3280,2018,palais-pearl-necklace-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Triangle
pearl-necklaces-pearls-my-way-pave-pendant-14mm-round-white-gold,Pearls My Way Pave Pendant 14mm Round - White Gold,"Paspaley pendant featuring one 14mm round pearl set in 18kt white gold, with 49 white diamonds (0.26ct). Chain sold separately. Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 14mm round pearl set in 18kt white gold, with 49 white diamonds (0.26ct). Chain sold separately.",In stock,DC18P03WPR14,8960,2018,pearls-my-way-pave-pendant-14mm-round-white-gold,Pearls My Way,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-rockpool-long-chain-white-gold,Rockpool Long Chain - White Gold,"Paspaley Australian South Sea Keshi chain in 18kt white gold with 20, 5mm Keshi baroque pearls and 18 white diamonds (0.44ct). Pendant sold separately. This stunning chain features exceptionally rare keshi pearls. Pendants can be playfully added to create a unique look.

    	
		Paspaley Australian South Sea Keshi chain in 18kt white gold with 20, 5mm Keshi baroque pearls and 18 white diamonds (0.44ct). Pendant sold separately.",In stock,X17C10WKQ05,10800,2018,rockpool-long-chain-white-gold,Rockpool,TRUE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-rockpool-paraiba-collier-platinum,Rockpool Paraiba Collier - Platinum,"Paspaley collier featuring 110, 5-11mm keshi baroque pearls set in platinum, with 15 Paraiba tourmalines (82.47ct) and 521 white diamonds (11.78ct). A one-of-a-kind beauty, this collier features some of the rarest gem-quality keshi pearls and one of the rarest gemstones on the planet. The unique colour of Paraiba tourmaline reflects the pristine blue waters of the Kimberley coastline.

    	
		Paspaley collier featuring 110, 5-11mm keshi baroque pearls set in platinum, with 15 Paraiba tourmalines (82.47ct) and 521 white diamonds (11.78ct).",Out of stock,X17N10PKQ11,388000,2018,rockpool-paraiba-collier-platinum,Rockpool,TRUE,Platinum,Necklaces And Pendants,Unsure
pearl-necklaces-rockpool-pendant-white-gold,Rockpool Pendant - White Gold,"Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt white gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately. This design incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. A rare Paspaley keshi pearl is suspended from the edge of the three-dimensional clam shell, which can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt white gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.",In stock,X17P11WKQ06,9280,2018,rockpool-pendant-white-gold,Rockpool,TRUE,White gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-rockpool-pendant-yellow-gold,Rockpool Pendant - Yellow Gold,"Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt yellow gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately. An elegant statement, this piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. A rare Paspaley keshi pearl is suspended from the edge of the three-dimensional clam shell, which can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt yellow gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.",In stock,X17P11YKQ06,9280,2018,rockpool-pendant-yellow-gold,Rockpool,TRUE,Yellow gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-rockpool-petite-pendant-white-gold,Rockpool Petite Pendant - White Gold,"Paspaley pendant featuring mother-of-pearl set in 18kt white gold, with 91 white diamonds (0.46ct). Chain sold separately. As unique as the wearer, this striking piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. The three-dimensional clam shell can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring mother-of-pearl set in 18kt white gold, with 91 white diamonds (0.46ct). Chain sold separately.",In stock,X17P10W,7280,2018,rockpool-petite-pendant-white-gold,Rockpool,FALSE,White gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-rockpool-petite-pendant-yellow-gold,Rockpool Petite Pendant - Yellow Gold,"Paspaley pendant featuring mother-of-pearl set in 18kt yellow gold, with 91 white diamonds (0.46ct). Chain sold separately. As unique as the wearer, this striking piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. The three-dimensional clam shell can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring mother-of-pearl set in 18kt yellow gold, with 91 white diamonds (0.46ct). Chain sold separately.",In stock,X17P10Y,7280,2018,rockpool-petite-pendant-yellow-gold,Rockpool,FALSE,Yellow gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-rockpool-short-chain-yellow-gold,Rockpool Short Chain - Yellow Gold,"Paspaley necklace featuring 10, 5mm keshi baroque pearls set in 18kt yellow gold, with 12 white diamonds (0.23ct). Pendant sold separately. This stunning chain features luminous keshi pearls. Rockpool pendants can be playfully attached to create a unique look. Pendant sold separately.

    	
		Paspaley necklace featuring 10, 5mm keshi baroque pearls set in 18kt yellow gold, with 12 white diamonds (0.23ct). Pendant sold separately.",In stock,X17C11YKQ05,6880,2018,rockpool-short-chain-yellow-gold,Rockpool,TRUE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-rockpool-tanzanite-collier-platinum,Rockpool Tanzanite Collier - Platinum,"Paspaley collier featuring 70, 4-6mm keshi baroque pearls set in platinum, with 10 tanzanites (55.59ct) and 1904 white diamonds (28.26ct) and 131 amethysts (3.44ct). A unique collier combines exceptionally rare cultured pearls selected from Paspaley's collection, alongside sparkling diamonds and deep blue tanzanite.

    	
		Paspaley collier featuring 70, 4-6mm keshi baroque pearls set in platinum, with 10 tanzanites (55.59ct) and 1904 white diamonds (28.26ct) and 131 amethysts (3.44ct).",Out of stock,X17N11PKQ06,258000,2018,rockpool-tanzanite-collier-platinum,Rockpool,TRUE,Platinum,Necklaces And Pendants,Unsure
pearl-necklaces-semi-round-pearl-swap-yellow-gold,Semi Round Pearl Swap - Yellow Gold,"Paspaley swap featuring one, 14mm semi round pearl with an 18kt yellow gold mechanism. Nitrile chord and cascade available separately. This Paspaley pearl swap captures the beauty of a Paspaley pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap featuring one, 14mm semi round pearl with an 18kt yellow gold mechanism. Nitrile chord and cascade available separately.",Out of stock,C00L01YPS14,4480,2018,semi-round-pearl-swap-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-touchstone-black-diamond-necklace-white-gold,Touchstone Black Diamond Necklace - White Gold,"Paspaley necklace featuring seven, 12mm oval pearls set in 18kt white gold, with 140 black diamonds (1.21ct) and 12 white diamonds (0.03ct). The perfect gift for yourself or someone special, the Touchstone necklace offers a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley necklace featuring seven, 12mm oval pearls set in 18kt white gold, with 140 black diamonds (1.21ct) and 12 white diamonds (0.03ct).",In stock,V16N01WPO12,13800,2018,touchstone-black-diamond-necklace-white-gold,Touchstone,FALSE,White gold,Necklaces And Pendants,Oval
pearl-necklaces-touchstone-long-ruby-necklace-yellow-gold,Touchstone Long Ruby Necklace - Yellow Gold,"Paspaley necklace featuring 12, 12mm button pearls set in 18kt yellow gold, with 272 rubies (4.27ct). A striking take on a classic, this necklace combines perfectly matched Paspaley pearls with rich red rubies.

    	
		Paspaley necklace featuring 12, 12mm button pearls set in 18kt yellow gold, with 272 rubies (4.27ct).",Out of stock,V14N03YPB12,24800,2018,touchstone-long-ruby-necklace-yellow-gold,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Button
pearl-necklaces-touchstone-ruby-12mm-round-pendant-yellow-gold,Touchstone Ruby 12mm Round Pendant - Yellow Gold,"Paspaley pendant featuring one, 12mm round pearl set in 18kt yellow gold, with 22 rubies (0.25ct) and 12 white diamonds (0.06ct). Chain sold separately. Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one, 12mm round pearl set in 18kt yellow gold, with 22 rubies (0.25ct) and 12 white diamonds (0.06ct). Chain sold separately.",In stock,DC18P06YPR12,6760,2018,touchstone-ruby-12mm-round-pendant-yellow-gold,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-touchstone-ruby-necklace-yellow-gold,Touchstone Ruby Necklace - Yellow Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten rubies (0.10ct) and 12 white diamonds (0.03ct). The crown of deep red rubies gives this necklace a flash of colour, while the subtle sparkle of diamonds complementing the glow of the pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten rubies (0.10ct) and 12 white diamonds (0.03ct).",Out of stock,V14N04YPT13,3280,2018,touchstone-ruby-necklace-yellow-gold,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Triangle
pearl-necklaces-touchstone-ruby-tassel-yellow-gold,Touchstone Ruby Tassel - Yellow Gold,"Paspaley necklace featuring one, 13mm triangle pearl set in 18kt yellow gold, with 25 rubies (1.08ct) and 52 white diamonds (0.24ct). This contemporary design features a free-moving pearl, set in a halo of rubies. Additional gems on the tassels add further movement and interest.

    	
		Paspaley necklace featuring one, 13mm triangle pearl set in 18kt yellow gold, with 25 rubies (1.08ct) and 52 white diamonds (0.24ct).",In stock,V14N06YPT13,7280,2018,touchstone-ruby-tassel-yellow-gold,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Triangle
pearl-rings-embrace-the-sea-ring-yellow-gold,Embrace the Sea Ring - Yellow Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 16 white diamonds (0.29ct). This design pays tribute to the sea - the birthplace of Paspaley pearls.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 16 white diamonds (0.29ct).",In stock,C00R12YKQ10,3980,2018,embrace-the-sea-ring-yellow-gold,Other,TRUE,Yellow gold,Rings,Unsure
pearl-rings-julia-ring-white-gold,Julia Ring - White Gold,"Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt white gold, with two white diamonds (0.03ct). The Julia ring combines the organic appeal of a keshi baroque pearl, with the glimmer of beautiful white diamonds.

    	
		Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt white gold, with two white diamonds (0.03ct).",In stock,DC00R02WKQ10,1780,2018,julia-ring-white-gold,Other,TRUE,White gold,Rings,Unsure
pearl-rings-julia-ring-yellow-gold,Julia Ring - Yellow Gold,"Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt yellow gold, with two white diamonds (0.03ct). The Julia ring combines the organic appeal of a keshi baroque pearl, with the glimmer of beautiful white diamonds.

    	
		Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt yellow gold, with two white diamonds (0.03ct).",In stock,DC00R02YKQ10,1780,2018,julia-ring-yellow-gold,Other,TRUE,Yellow gold,Rings,Unsure
